age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38.0,Female,Married,Post Graduate,62500.0,Private,7.2,Large Indian,Family,0.0,3,2,4000.0,13300.0,8500.0,14200.0,8300.0,Yes,14200.0,668.0,279800.0,108700.0,Education EMI,73000.0,43,Not_Eligible,500.0
32.0,Female,Married,High School,41000.0,Government,1.4,Startup,Rented,9600.0,5,4,13200.0,0.0,5000.0,9700.0,4300.0,No,0.0,751.0,317000.0,103800.0,Home Appliances EMI,217000.0,7,Not_Eligible,500.0
38.0,Male,Married,High School,68800.0,Private,5.8,Startup,Rented,18900.0,2,1,6000.0,0.0,7200.0,17500.0,4300.0,No,0.0,711.0,266300.0,76800.0,Personal Loan EMI,285000.0,54,Not_Eligible,7450.0
32.0,Female,Married,Post Graduate,63700.0,Private,1.8,Large Indian,Rented,14800.0,2,1,0.0,0.0,4900.0,17600.0,11000.0,Yes,11500.0,,281700.0,147600.0,Vehicle EMI,458000.0,34,Not_Eligible,1092.0
27.0,Male,Single,,48600.0,Private,1.5,Large Indian,Rented,12000.0,1,0,0.0,0.0,5600.0,10100.0,8100.0,No,0.0,610.0,130600.0,63900.0,Personal Loan EMI,552000.0,56,Not_Eligible,5120.0
48.0,Female,Married,Graduate,32400.0,Private,5.1,Small,Own,0.0,3,2,0.0,15200.0,4300.0,7500.0,5800.0,Yes,8300.0,620.0,180100.0,80700.0,Education EMI,352000.0,24,Not_Eligible,500.0
27.0,Female,Married,Post Graduate,56400.0,Private,0.8,Small,Rented,14500.0,3,2,5700.0,0.0,3200.0,12100.0,10600.0,No,0.0,603.0,444000.0,97500.0,Education EMI,385000.0,41,Not_Eligible,3625.6
38.0,Male,Single,Professional,99800.0,Private,14.0,Small,Family,0.0,1,0,0.0,0.0,10200.0,15700.0,5700.0,No,0.0,793.0,69100.0,39500.0,Personal Loan EMI,642000.0,31,Eligible,32736.0
27.0,Male,Single,High School,58900.0,Private,1.9,Startup,Own,0.0,2,1,0.0,17700.0,6600.0,11100.0,10100.0,No,0.0,689.0,97900.0,49200.0,Education EMI,199000.0,45,Not_Eligible,5360.0
27.0,Male,Single,Graduate,34900.0,Private,4.6,Mid-size,Own,0.0,2,1,3100.0,0.0,2700.0,8200.0,3800.0,No,0.0,766.0,111500.0,56900.0,Personal Loan EMI,173000.0,59,Eligible,10260.0
32.0,Male,Married,Post Graduate,98700.0,Private,7.2,Large Indian,Family,0.0,5,4,12600.0,0.0,8700.0,18700.0,12000.0,Yes,20000.0,673.0,320700.0,105100.0,Education EMI,348000.0,9,Not_Eligible,9345.0
32.0,Male,Married,High School,41400.0,Private,1.7,Mid-size,Rented,14400.0,4,3,0.0,0.0,5700.0,12300.0,2900.0,No,0.0,607.0,101900.0,55600.0,Education EMI,68000.0,21,Not_Eligible,2440.0
32.0,Male,Married,Professional,94300.0,Private,6.7,Large Indian,Family,0.0,4,3,3900.0,24300.0,7000.0,15700.0,12500.0,Yes,9900.0,682.0,710700.0,374000.0,Home Appliances EMI,38000.0,7,Eligible,8085.0
38.0,Female,Married,Professional,83000.0,Self-employed,2.2,Mid-size,Rented,23000.0,2,1,0.0,0.0,4500.0,20300.0,15200.0,No,0.0,749.0,549200.0,227100.0,E-commerce Shopping EMI,122000.0,11,Not_Eligible,9900.0
58.0,Female,Married,Post Graduate,47100.0,Private,7.2,Large Indian,Rented,11600.0,5,4,0.0,9800.0,2600.0,8400.0,8000.0,No,0.0,772.0,257400.0,149300.0,Education EMI,323000.0,22,Not_Eligible,4020.0
48.0,Female,Married,Graduate,56300.0,Self-employed,0.5,Large Indian,Rented,16200.0,2,1,0.0,0.0,4700.0,15200.0,8900.0,Yes,11500.0,701.0,312800.0,178400.0,Education EMI,143000.0,20,Not_Eligible,500.0
32.0,Female,Married,Graduate,52100.0,Private,1.1,Large Indian,Rented,15800.0,5,4,12900.0,0.0,5100.0,12400.0,4700.0,No,0.0,623.0,220800.0,47100.0,E-commerce Shopping EMI,68000.0,14,Not_Eligible,500.0
38.0,Male,Married,Graduate,39600.0,Private,0.5,Large Indian,Own,0.0,3,2,4300.0,0.0,3900.0,6500.0,4600.0,No,0.0,578.0,198800.0,86600.0,Vehicle EMI,868000.0,67,Not_Eligible,6496.0
32.0,Male,Single,Professional,30200.0,Government,1.2,Large Indian,Rented,7300.0,1,0,0.0,0.0,3500.0,7600.0,3900.0,No,0.0,692.0,190600.0,39400.0,Vehicle EMI,1161000.0,15,Not_Eligible,4345.0
27.0,Female,Single,Graduate,44200.0,Private,0.5,Large Indian,Family,0.0,2,1,11500.0,20900.0,5700.0,12600.0,7200.0,No,0.0,649.0,80600.0,31400.0,Home Appliances EMI,109000.0,29,Not_Eligible,500.0
27.0,Male,Married,Professional,39400.0,Private,1.1,MNC,Rented,11300.0,3,2,0.0,0.0,5100.0,7700.0,5800.0,Yes,5600.0,568.0,88100.0,28200.0,Education EMI,172000.0,29,Not_Eligible,1092.0
38.0,Male,Married,Graduate,53700.0,Government,2.9,Large Indian,Own,0.0,2,1,0.0,0.0,6400.0,9500.0,4100.0,No,0.0,684.0,316500.0,79700.0,Personal Loan EMI,515000.0,12,Not_Eligible,16850.0
32.0,Male,Single,Graduate,32700.0,Government,2.6,Startup,Own,0.0,2,1,11000.0,0.0,2300.0,8100.0,2100.0,Yes,6200.0,783.0,55500.0,26500.0,Education EMI,77000.0,46,Not_Eligible,1008.0
32.0,Female,Single,Post Graduate,61600.0,Private,2.4,MNC,Own,0.0,1,0,0.0,0.0,6800.0,13700.0,7000.0,No,0.0,681.0,116400.0,60400.0,Vehicle EMI,407000.0,71,Eligible,13640.0
48.0,Male,Married,High School,45400.0,Private,26.0,Startup,Rented,11300.0,2,1,11500.0,0.0,5900.0,8000.0,6500.0,No,0.0,810.0,162700.0,81300.0,E-commerce Shopping EMI,54000.0,17,Not_Eligible,1320.0
58.0,Female,Married,Post Graduate,66200.0,Private,3.8,Startup,Own,0.0,3,2,12400.0,0.0,5900.0,16300.0,4300.0,Yes,12400.0,684.0,252900.0,66900.0,Vehicle EMI,1476000.0,28,Not_Eligible,5215.0
26.0,Male,Single,Graduate,44934.0,Private,0.5,MNC,Family,0.0,3,2,9000.0,0.0,4700.0,7600.0,3800.0,No,0.0,768.0,48400.0,15000.0,Personal Loan EMI,763000.0,60,Not_Eligible,7296.0
38.0,Female,Married,Graduate,81600.0,Private,2.9,Large Indian,Family,0.0,3,2,0.0,0.0,9400.0,18800.0,7100.0,Yes,20500.0,708.0,271800.0,106600.0,Personal Loan EMI,315000.0,60,High_Risk,9030.0
38.0,Female,Married,Graduate,76000.0,Private,3.8,MNC,Family,0.0,2,1,8700.0,0.0,11200.0,14800.0,5100.0,No,0.0,704.0,268500.0,115600.0,Vehicle EMI,1164000.0,76,Not_Eligible,18100.0
38.0,Male,Married,Post Graduate,45600.0,Self-employed,0.5,MNC,Own,0.0,4,3,5500.0,14700.0,4600.0,9000.0,2900.0,No,0.0,672.0,,85400.0,Personal Loan EMI,934000.0,34,Not_Eligible,4405.5
32.0,Female,Married,High School,33100.0,Private,7.2,Startup,Own,0.0,3,2,0.0,0.0,2000.0,6900.0,3900.0,No,0.0,703.0,36800.0,18400.0,E-commerce Shopping EMI,153000.0,21,Not_Eligible,8120.0
38.0,Male,Married,Graduate,49600.0,Government,0.5,Startup,Own,24166.0,2,1,13800.0,0.0,5000.0,12500.0,7100.0,No,0.0,697.0,25300.0,13300.0,Education EMI,83000.0,47,Eligible,4480.0
38.0,Male,Married,Graduate,35400.0,Private,16.0,MNC,Own,0.0,4,3,0.0,0.0,3800.0,5600.0,6400.0,No,0.0,705.0,113200.0,31900.0,E-commerce Shopping EMI,39000.0,14,Eligible,9800.0
38.0,Male,Married,High School,35800.0,Government,13.5,Mid-size,Rented,10100.0,2,1,11400.0,24800.0,2900.0,10600.0,3100.0,No,0.0,786.0,263700.0,133000.0,E-commerce Shopping EMI,188000.0,19,Not_Eligible,500.0
48.0,Male,Single,High School,74700.0,Private,7.0,Mid-size,Rented,23700.0,1,0,0.0,0.0,5100.0,13500.0,9900.0,No,0.0,657.0,265200.0,131800.0,Education EMI,339000.0,17,Not_Eligible,11250.0
38.0,Male,Married,High School,36300.0,Self-employed,2.5,Large Indian,Family,0.0,3,2,0.0,0.0,5100.0,9800.0,2400.0,No,0.0,676.0,218200.0,81900.0,E-commerce Shopping EMI,133000.0,9,Not_Eligible,9405.0
38.0,Male,Single,Graduate,95900.0,Government,1.2,Mid-size,Own,0.0,1,0,0.0,0.0,5800.0,18500.0,15100.0,Yes,12000.0,724.0,275000.0,156500.0,Home Appliances EMI,292000.0,29,Eligible,15575.0
38.0,Female,Married,Professional,56300.0,Private,0.5,Small,Own,0.0,3,2,8300.0,0.0,6200.0,14700.0,9400.0,Yes,6200.0,606.0,201300.0,55000.0,Vehicle EMI,201000.0,82,Not_Eligible,2576.0
32.0,Male,Single,Post Graduate,54000.0,Private,1.8,Startup,Rented,16900.0,1,0,0.0,0.0,3100.0,9500.0,9100.0,No,0.0,719.0,222900.0,53400.0,E-commerce Shopping EMI,175000.0,11,Not_Eligible,7700.0
58.0,Male,Married,Graduate,36800.0,Private,6.8,MNC,Rented,7700.0,4,3,11200.0,0.0,4200.0,6300.0,2300.0,No,0.0,741.0,83000.0,22300.0,Home Appliances EMI,64000.0,29,Not_Eligible,2550.0
48.0,Female,Single,Graduate,65900.0,Government,4.4,Mid-size,Family,0.0,1,0,0.0,0.0,4100.0,14000.0,12300.0,No,0.0,803.0,344100.0,155100.0,Home Appliances EMI,97000.0,28,Eligible,23430.0
32.0,Male,Married,Professional,66000.0,Private,2.8,Mid-size,Rented,22000.0,3,2,5400.0,0.0,4300.0,15300.0,6600.0,Yes,18700.0,618.0,211600.0,51300.0,Vehicle EMI,862000.0,26,Not_Eligible,500.0
48.0,Female,Single,Graduate,41400.0,Self-employed,11.6,Mid-size,Rented,14200.0,2,1,0.0,9900.0,4500.0,10400.0,3300.0,No,0.0,,229500.0,81300.0,Home Appliances EMI,44000.0,26,Not_Eligible,500.0
32.0,Male,Single,Graduate,30700.0,Private,4.2,MNC,Rented,6900.0,2,1,4100.0,6500.0,3500.0,9100.0,3000.0,No,0.0,629.0,233300.0,117600.0,Home Appliances EMI,107000.0,16,Not_Eligible,500.0
27.0,Female,Single,Post Graduate,140400.0,Private,0.5,Mid-size,Rented,44900.0,3,2,7300.0,0.0,18900.0,30600.0,19500.0,No,0.0,642.0,516300.0,293000.0,Vehicle EMI,104000.0,46,Eligible,6144.0
48.0,Male,Married,Post Graduate,83900.0,Private,0.9,Large Indian,Own,0.0,3,2,0.0,0.0,4600.0,21000.0,9200.0,Yes,20400.0,712.0,231000.0,130700.0,E-commerce Shopping EMI,191000.0,15,Not_Eligible,8036.0
58.0,Female,Married,Graduate,39200.0,Government,4.0,Mid-size,Own,0.0,3,2,11300.0,0.0,5000.0,8500.0,3700.0,Yes,5700.0,754.0,53200.0,10900.0,Vehicle EMI,1008000.0,84,Not_Eligible,1848.0
32.0,Female,Married,High School,35400.0,Self-employed,0.6,MNC,Rented,9400.0,2,1,0.0,0.0,2600.0,7800.0,2500.0,No,0.0,667.0,257900.0,119500.0,E-commerce Shopping EMI,36000.0,7,High_Risk,6484.5
48.0,Female,Married,Graduate,67700.0,Private,1.2,MNC,Rented,14900.0,2,1,11700.0,0.0,8700.0,18900.0,10700.0,No,0.0,697.0,175100.0,53400.0,Home Appliances EMI,35000.0,26,Not_Eligible,1400.0
38.0,Female,Single,Post Graduate,113300.0,Private,4.9,Startup,Rented,28900.0,1,0,0.0,0.0,7300.0,27100.0,16600.0,Yes,22400.0,715.0,286200.0,62400.0,Education EMI,211000.0,39,Not_Eligible,3850.0
38.0,Female,Married,Professional,37200.0,Private,7.1,Large Indian,Own,0.0,4,3,13100.0,15700.0,5200.0,8900.0,5900.0,No,0.0,753.0,260200.0,92800.0,E-commerce Shopping EMI,55000.0,3,Not_Eligible,500.0
48.0,Male,Married,Graduate,20300.0,Private,5.4,Large Indian,Own,0.0,2,1,0.0,8800.0,1900.0,5700.0,1600.0,No,0.0,748.0,160300.0,69800.0,Vehicle EMI,861000.0,80,Not_Eligible,1265.0
38.0,Male,Married,Graduate,20600.0,Private,14.9,MNC,Own,0.0,2,1,0.0,0.0,1700.0,5100.0,2800.0,No,0.0,803.0,140200.0,35800.0,Home Appliances EMI,125000.0,28,Eligible,7260.0
32.0,Male,Married,Graduate,42700.0,Private,0.5,MNC,Rented,10700.0,3,2,11800.0,0.0,5500.0,11000.0,4600.0,No,0.0,655.0,26100.0,8800.0,Home Appliances EMI,52000.0,8,Not_Eligible,500.0
58.0,Female,Married,Graduate,56500.0,Private,7.2,Large Indian,Rented,18300.0,3,2,5200.0,10400.0,4000.0,16900.0,3100.0,Yes,9800.0,669.0,280200.0,159300.0,Education EMI,252000.0,46,Not_Eligible,500.0
58.0,Female,Married,Post Graduate,150500.0,Private,4.3,Large Indian,Rented,23100.0,2,1,10000.0,0.0,9700.0,41300.0,11700.0,Yes,40700.0,810.0,326900.0,74900.0,E-commerce Shopping EMI,11000.0,6,Eligible,5880.0
32.0,Female,Single,Graduate,41800.0,Private,2.6,Mid-size,Rented,6400.0,2,1,0.0,0.0,5800.0,10500.0,6200.0,No,0.0,662.0,92000.0,18900.0,Vehicle EMI,1323000.0,39,Not_Eligible,6450.0
27.0,Female,Single,Professional,27600.0,Government,1.5,Startup,Own,0.0,2,1,14900.0,0.0,2300.0,6400.0,1900.0,Yes,5600.0,677.0,200000.0,72500.0,Vehicle EMI,566000.0,22,Not_Eligible,500.0
32.0,Female,Married,Professional,73800.0,Private,1.3,Large Indian,Rented,22500.0,3,2,14300.0,24100.0,4400.0,13500.0,7900.0,No,0.0,701.0,239000.0,130400.0,E-commerce Shopping EMI,84000.0,9,Not_Eligible,500.0
58.0,Male,Married,Graduate,79600.0,Private,9.9,Large Indian,Family,0.0,4,3,0.0,17700.0,4500.0,14600.0,15800.0,No,0.0,697.0,535200.0,164100.0,Vehicle EMI,275000.0,76,Eligible,14850.0
32.0,Female,Married,Graduate,30100.0,Private,4.3,Mid-size,Rented,6600.0,3,2,2100.0,0.0,4200.0,8100.0,5700.0,No,0.0,643.0,74000.0,38500.0,Home Appliances EMI,142000.0,34,Not_Eligible,1360.0
32.0,Female,Married,Graduate,38700.0,Self-employed,1.5,Startup,Rented,6400.0,4,3,9400.0,0.0,3600.0,10900.0,5000.0,No,0.0,772.0,106400.0,63300.0,Vehicle EMI,97000.0,53,Not_Eligible,1836.0
48.0,Male,Married,Graduate,70100.0,Government,7.2,Mid-size,Family,0.0,2,1,13000.0,7300.0,8700.0,19300.0,8800.0,Yes,8600.0,753.0,461800.0,235700.0,Home Appliances EMI,237000.0,19,Not_Eligible,2236.08
48.0,Female,Married,High School,31700.0,Private,15.5,Mid-size,Rented,10900.0,4,3,10500.0,15100.0,3100.0,8500.0,3600.0,No,0.0,798.0,175800.0,47000.0,Vehicle EMI,291000.0,80,Not_Eligible,500.0
32.0,Male,Married,Graduate,18000.0,Private,2.4,Large Indian,Family,0.0,3,2,0.0,0.0,1700.0,4900.0,3200.0,No,0.0,635.0,143000.0,76300.0,E-commerce Shopping EMI,32000.0,10,High_Risk,3608.0
38.0,Female,Married,Post Graduate,36900.0,Private,3.6,Mid-size,Own,0.0,3,2,0.0,0.0,4300.0,10400.0,5600.0,Yes,7800.0,694.0,45800.0,20600.0,Personal Loan EMI,840000.0,42,Not_Eligible,2464.0
58.0,Female,Married,Professional,109800.0,Private,2.3,Mid-size,Rented,25600.0,4,3,10800.0,0.0,5500.0,29600.0,10100.0,No,0.0,665.0,710100.0,300200.0,Vehicle EMI,1048000.0,18,Not_Eligible,15510.0
27.0,Female,Single,High School,57400.0,Private,0.8,Small,Family,0.0,2,1,0.0,13300.0,6800.0,9200.0,6400.0,No,0.0,712.0,207700.0,116400.0,Personal Loan EMI,744000.0,54,Not_Eligible,8680.0
38.0,Male,Married,Graduate,34700.0,Private,5.3,Mid-size,Rented,11900.0,4,3,6200.0,0.0,2700.0,7900.0,3800.0,Yes,4000.0,675.0,71200.0,20800.0,Education EMI,202000.0,8,Not_Eligible,500.0
27.0,Female,Married,Graduate,20200.0,Private,0.5,Mid-size,Own,0.0,4,3,11800.0,0.0,2600.0,4100.0,1400.0,Yes,3300.0,448.0,69000.0,37100.0,Education EMI,113000.0,11,Not_Eligible,500.0
48.0,Male,Married,Graduate,71900.0,Private,9.7,Large Indian,Rented,22400.0,2,1,7400.0,0.0,3700.0,16400.0,5800.0,No,0.0,723.0,274300.0,139200.0,Personal Loan EMI,708000.0,21,Not_Eligible,8100.0
48.0,Female,Married,Graduate,26300.0,Private,20.9,Large Indian,Family,0.0,4,3,0.0,0.0,1900.0,5500.0,2400.0,Yes,6300.0,560.0,71900.0,43000.0,Home Appliances EMI,133000.0,7,Not_Eligible,2856.0
58.0,Male,Married,Graduate,27200.0,Self-employed,1.5,MNC,Rented,7100.0,3,2,13600.0,0.0,2700.0,4200.0,4500.0,No,0.0,654.0,97300.0,52800.0,E-commerce Shopping EMI,191000.0,22,Not_Eligible,500.0
32.0,Female,Married,High School,26200.0,Government,1.2,Small,Own,0.0,3,2,4000.0,0.0,3200.0,5000.0,2800.0,Yes,3900.0,669.0,128600.0,57400.0,Vehicle EMI,1020000.0,74,Not_Eligible,2555.0
27.0,Male,Single,Professional,104600.0,Government,3.3,Large Indian,Rented,35100.0,2,1,0.0,0.0,14200.0,29100.0,15200.0,Yes,29600.0,698.0,743700.0,335200.0,Vehicle EMI,642000.0,13,Not_Eligible,500.0
38.0,Male,Married,Graduate,71600.0,Private,3.3,MNC,Own,0.0,3,2,3400.0,0.0,10200.0,15900.0,4400.0,Yes,18300.0,563.0,556100.0,245400.0,Personal Loan EMI,711000.0,59,Not_Eligible,5975.2
38.0,Male,Married,Graduate,15000.0,Private,2.4,Large Indian,Own,0.0,4,3,10000.0,11200.0,1500.0,4300.0,1900.0,No,0.0,645.0,14700.0,6800.0,Education EMI,233000.0,35,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,82400.0,Private,0.5,Mid-size,Family,0.0,4,3,0.0,0.0,10700.0,20700.0,9600.0,No,0.0,773.0,129400.0,52100.0,Education EMI,392000.0,31,High_Risk,15897.6
48.0,Female,Married,Graduate,51000.0,Private,2.5,Mid-size,Rented,14100.0,2,1,10000.0,0.0,3200.0,7800.0,2800.0,No,0.0,731.0,290900.0,147600.0,Personal Loan EMI,564000.0,30,Not_Eligible,6550.0
27.0,Male,Married,Graduate,20000.0,Private,0.9,MNC,Own,0.0,3,2,0.0,0.0,1800.0,4600.0,3700.0,No,0.0,603.0,138800.0,75700.0,Education EMI,322000.0,12,Not_Eligible,3484.8
58.0,Male,Married,Professional,100200.0,Private,8.2,MNC,Own,0.0,3,2,14000.0,0.0,10400.0,24900.0,14900.0,No,0.0,820.0,296100.0,,Vehicle EMI,695000.0,27,Not_Eligible,21600.0
38.0,Male,Married,Post Graduate,149700.0,Private,0.5,Large Indian,Family,0.0,3,2,0.0,0.0,19400.0,43900.0,28200.0,Yes,29600.0,720.0,561700.0,177900.0,Education EMI,311000.0,24,Not_Eligible,8008.0
48.0,Female,Married,Graduate,78600.0,Government,0.5,Mid-size,Rented,17300.0,4,3,2900.0,12600.0,4000.0,19900.0,5900.0,No,0.0,767.0,82700.0,29700.0,Education EMI,261000.0,16,Not_Eligible,7680.0
38.0,Male,Married,Graduate,38400.0,Government,4.2,Large Indian,Family,0.0,3,2,10400.0,18600.0,2200.0,6500.0,7500.0,Yes,5200.0,658.0,179200.0,99600.0,Education EMI,218000.0,32,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,63800.0,Private,6.1,Mid-size,Own,0.0,4,3,14500.0,0.0,8500.0,18200.0,11300.0,Yes,18800.0,624.0,435200.0,103900.0,Education EMI,85000.0,43,Not_Eligible,500.0
48.0,Male,Married,High School,33900.0,Private,24.0,Mid-size,Own,0.0,4,3,0.0,0.0,2900.0,7900.0,5000.0,Yes,7700.0,658.0,195700.0,39300.0,Education EMI,63000.0,39,Eligible,3640.0
58.0,Male,Married,Post Graduate,55100.0,Government,13.5,Mid-size,Own,0.0,3,2,8300.0,0.0,7000.0,15200.0,3900.0,No,0.0,815.0,40300.0,18700.0,Education EMI,302000.0,42,High_Risk,10929.6
27.0,Male,Single,Post Graduate,34800.0,Government,2.0,Startup,Rented,8500.0,3,2,13600.0,0.0,3400.0,7700.0,6600.0,No,0.0,709.0,62200.0,29500.0,Education EMI,500000.0,46,Not_Eligible,500.0
27.0,Female,Single,Graduate,54000.0,Self-employed,1.0,Startup,Own,0.0,3,2,3100.0,21400.0,4200.0,11400.0,7300.0,No,0.0,630.0,191400.0,59600.0,Personal Loan EMI,604000.0,45,Not_Eligible,2376.0
58.0,Female,Married,Professional,138700.0,Private,8.2,Mid-size,Family,0.0,4,3,7300.0,0.0,18800.0,29100.0,23300.0,Yes,19700.0,,189200.0,81100.0,Vehicle EMI,1064000.0,66,Not_Eligible,13608.0
32.0,Male,Married,Graduate,76100.0,Private,0.8,MNC,Rented,22900.0,4,3,0.0,11500.0,8900.0,18000.0,12000.0,Yes,14200.0,712.0,320100.0,177700.0,Home Appliances EMI,66000.0,13,Not_Eligible,500.0
48.0,Female,Married,Post Graduate,43000.0,Self-employed,3.2,Mid-size,Own,0.0,4,3,0.0,15700.0,5300.0,6600.0,8200.0,No,0.0,654.0,130700.0,45200.0,Personal Loan EMI,921000.0,16,Not_Eligible,3240.0
48.0,Male,Married,Graduate,30500.0,Government,1.5,Large Indian,Family,0.0,3,2,8000.0,0.0,2500.0,8200.0,2900.0,No,0.0,759.0,183800.0,109900.0,Home Appliances EMI,147000.0,30,High_Risk,5874.0
48.0,Male,Married,Post Graduate,65700.0,Self-employed,15.1,Mid-size,Rented,21700.0,3,2,0.0,0.0,5900.0,16600.0,6100.0,No,0.0,738.0,194200.0,58200.0,Home Appliances EMI,276000.0,27,Not_Eligible,6930.0
58.0,Male,Married,High School,56800.0,Private,28.8,Large Indian,Own,0.0,3,2,8000.0,0.0,7900.0,12300.0,11400.0,No,0.0,781.0,443600.0,134900.0,Home Appliances EMI,237000.0,33,Eligible,11352.0
38.0,Male,Married,Post Graduate,72600.0,Private,4.5,Startup,Rented,13500.0,3,2,5300.0,0.0,5500.0,17700.0,4200.0,No,0.0,628.0,543700.0,246600.0,Personal Loan EMI,829000.0,42,Not_Eligible,11616.0
38.0,Male,Married,Post Graduate,53200.0,Private,4.4,Mid-size,Own,0.0,4,3,12800.0,0.0,7300.0,8300.0,5000.0,Yes,12800.0,698.0,73800.0,27500.0,E-commerce Shopping EMI,181000.0,3,Not_Eligible,1960.0
48.0,Male,Married,Graduate,31900.0,Government,3.2,MNC,Rented,10300.0,2,1,10300.0,0.0,4000.0,6500.0,2000.0,Yes,8800.0,682.0,165300.0,78400.0,E-commerce Shopping EMI,83000.0,18,Not_Eligible,500.0
48.0,Male,Married,Graduate,91500.0,Government,5.5,Mid-size,Rented,15400.0,3,2,0.0,0.0,9600.0,19600.0,13700.0,Yes,24600.0,821.0,601700.0,158300.0,Vehicle EMI,1368000.0,76,Not_Eligible,4370.52
32.0,Female,Single,Graduate,89800.0,Private,1.8,MNC,Rented,21700.0,2,1,3500.0,0.0,10500.0,20200.0,11700.0,No,0.0,693.0,365900.0,94100.0,Home Appliances EMI,260000.0,21,Not_Eligible,11100.0
27.0,Female,Single,Graduate,28300.0,Self-employed,0.5,Startup,Own,0.0,2,1,0.0,0.0,4100.0,6100.0,2300.0,Yes,5000.0,598.0,190500.0,103300.0,E-commerce Shopping EMI,10000.0,7,Eligible,2993.76
27.0,Male,Married,High School,40400.0,Self-employed,1.2,Startup,Family,0.0,3,2,14700.0,0.0,2100.0,7000.0,2100.0,Yes,5900.0,567.0,28300.0,10600.0,Vehicle EMI,153000.0,50,Not_Eligible,1733.76
38.0,Female,Married,High School,36500.0,Private,7.6,Mid-size,Rented,12600.0,3,2,11400.0,0.0,4600.0,6300.0,2900.0,No,0.0,738.0,173100.0,101000.0,Home Appliances EMI,234000.0,31,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,39500.0,Private,2.5,Small,Own,0.0,1,0,0.0,0.0,4500.0,6500.0,3900.0,No,0.0,694.0,156000.0,87400.0,Education EMI,51000.0,6,Eligible,12300.0
27.0,Male,Single,Graduate,49800.0,Private,2.8,Large Indian,Own,0.0,2,1,11400.0,15500.0,3900.0,12800.0,3100.0,No,0.0,624.0,50900.0,27600.0,Personal Loan EMI,436000.0,22,Not_Eligible,992.0
38.0,Female,Married,Graduate,31900.0,Private,1.3,Large Indian,Own,0.0,2,1,0.0,0.0,3300.0,7500.0,2300.0,No,0.0,672.0,170300.0,39400.0,Home Appliances EMI,72000.0,19,Eligible,9400.0
27.0,Female,Single,Professional,47300.0,Private,3.7,MNC,Own,0.0,1,0,0.0,0.0,4600.0,8500.0,6300.0,No,0.0,721.0,339300.0,167400.0,Home Appliances EMI,242000.0,17,Not_Eligible,15345.0
58.0,Female,Married,High School,33400.0,Private,2.1,MNC,Rented,7200.0,3,2,7200.0,0.0,1800.0,5600.0,4000.0,Yes,9500.0,649.0,203500.0,104500.0,E-commerce Shopping EMI,170000.0,11,Not_Eligible,500.0
38.0,Male,Married,Graduate,27500.0,Private,16.0,Mid-size,Own,0.0,5,4,0.0,23900.0,2500.0,5200.0,3700.0,Yes,6600.0,605.0,83300.0,26300.0,Vehicle EMI,1205000.0,51,Not_Eligible,500.0
38.0,Female,Married,Graduate,97700.0,Government,2.1,MNC,Own,0.0,4,3,11500.0,20600.0,12800.0,24700.0,17100.0,No,0.0,751.0,479000.0,251300.0,Vehicle EMI,159000.0,42,Eligible,6600.0
27.0,Male,Married,Post Graduate,114800.0,Private,0.6,Large Indian,Own,0.0,5,4,0.0,0.0,16600.0,30900.0,17000.0,Yes,22000.0,690.0,472500.0,103500.0,Education EMI,181000.0,14,Not_Eligible,7924.0
38.0,Male,Married,Professional,65000.0,Private,1.1,Small,Own,0.0,4,3,9600.0,14300.0,3500.0,11200.0,10700.0,Yes,8200.0,645.0,155400.0,62300.0,Personal Loan EMI,973000.0,49,Not_Eligible,2100.0
32.0,Male,Married,Professional,85900.0,Private,10.0,Large Indian,Family,0.0,3,2,4500.0,20500.0,6700.0,17200.0,16900.0,Yes,21800.0,621.0,618900.0,255300.0,Vehicle EMI,1431000.0,69,Not_Eligible,500.0
32.0,Female,Single,High School,49000.0,Private,0.9,Large Indian,Rented,11400.0,3,2,12400.0,0.0,6200.0,13800.0,7200.0,Yes,11400.0,575.0,109600.0,49300.0,E-commerce Shopping EMI,161000.0,8,Not_Eligible,500.0
32.0,Male,Married,Professional,91500.0,Government,6.5,Large Indian,Rented,17900.0,2,1,0.0,0.0,10500.0,15800.0,6000.0,No,0.0,808.0,456400.0,113900.0,Home Appliances EMI,90000.0,26,Eligible,27258.0
38.0,Male,Married,Professional,94300.0,Private,0.5,Small,Own,0.0,5,4,6300.0,0.0,6300.0,18500.0,5200.0,Yes,17700.0,720.0,198400.0,42600.0,Personal Loan EMI,104000.0,24,Eligible,11284.0
38.0,Male,Married,Professional,31100.0,Private,1.3,Small,Rented,10000.0,3,2,0.0,0.0,3100.0,7600.0,4700.0,No,0.0,636.0,247000.0,53900.0,Personal Loan EMI,413000.0,29,Not_Eligible,2508.0
